"Country";"Type";"Year";"Number"
"USA";"HT";2011;243047
"ARGENTINA";"HT";2011;21042
"BRAZIL";"HT";2011;223388
"ECUADOR";"HT";2011;15374
"VENEZUELA";"HT";2011;5176
"AUSTRALIA";"HT";2011;4817
"CHINA";"HT";2011;1923839
"INDIA";"HT";2011;325775
"INDONESIA";"HT";2011;120522
"IRAN";"HT";2011;33789
"JAPAN";"HT";2011;512260
"MALAYSIA";"HT";2011;6012
"PAKISTAN";"HT";2011;2276
"PHILIPPINES";"HT";2011;8112
"SOUTH KOREA";"HT";2011;26426
"TAIWAN";"HT";2011;5597
"THAILAND";"HT";2011;14466
"VIETNAM";"HT";2011;1277
"EGYPT";"HT";2011;6735
"KENYA";"HT";2011;2945
"SOUTH AFRICA";"HT";2011;26371
"AUSTRIA";"HT";2012;19487
"BELGIUM";"HT";2012;33348
"FRANCE";"HT";2012;NA
"GERMANY";"HT";2012;NA
"ITALY";"HT";2012;33276
"NETHERLANDS";"HT";2012;29293
"PORTUGAL";"HT";2012;3995
"SPAIN";"HT";2012;46875
"SWEDEN";"HT";2012;NA
"UNITED KINGDOM";"HT";2012;15689
"CZECH REPUBLIC";"HT";2012;1499
"HUNGARY";"HT";2012;2400
"ROMANIA";"HT";2012;22
"SERBIA";"HT";2012;110
"RUSSIA";"HT";2012;80388
"BELARUS";"HT";2012;28000
"UKRAINE";"HT";2012;1155
"TURKEY";"HT";2012;29129
"CANADA";"HT";2012;9300
"MEXICO";"HT";2012;139845
"USA";"HT";2012;267944
"ARGENTINA";"HT";2012;18220
"BRAZIL";"HT";2012;132953
"ECUADOR";"HT";2012;15374
"VENEZUELA";"HT";2012;3234
"AUSTRALIA";"HT";2012;5278
"CHINA";"HT";2012;1704319
"INDIA";"HT";2012;270519
"INDONESIA";"HT";2012;147010
"IRAN";"HT";2012;20172
"JAPAN";"HT";2012;583156
"MALAYSIA";"HT";2012;5194
"PAKISTAN";"HT";2012;2355
"PHILIPPINES";"HT";2012;8970
"SOUTH KOREA";"HT";2012;26291
"TAIWAN";"HT";2012;7052
"THAILAND";"HT";2012;34852
"VIETNAM";"HT";2012;1570
"EGYPT";"HT";2012;4970
"KENYA";"HT";2012;3080
"SOUTH AFRICA";"HT";2012;27569
"AUSTRIA";"HT";2013;19862
"BELGIUM";"HT";2013;37143
"ITALY";"HT";2013;33281
"NETHERLANDS";"HT";2013;28391
"PORTUGAL";"HT";2013;3385
"SPAIN";"HT";2013;23684
"UNITED KINGDOM";"HT";2013;16455
"CZECH REPUBLIC";"HT";2013;767
"HUNGARY";"HT";2013;2400
"ROMANIA";"HT";2013;38
"SERBIA";"HT";2013;110
"RUSSIA";"HT";2013;66393
"BELARUS";"HT";2013;23120
"UKRAINE";"HT";2013;1342
"TURKEY";"HT";2013;30082
"CANADA";"HT";2013;9845
"MEXICO";"HT";2013;141458
"USA";"HT";2013;250803
"ARGENTINA";"HT";2013;23375
"BRAZIL";"HT";2013;187089
"ECUADOR";"HT";2013;15374
"VENEZUELA";"HT";2013;2163
"AUSTRALIA";"HT";2013;5388
"CHINA";"HT";2013;1882185
"INDIA";"HT";2013;182601
"INDONESIA";"HT";2013;136746
"IRAN";"HT";2013;7441
"JAPAN";"HT";2013;580012
"MALAYSIA";"HT";2013;4620
"PAKISTAN";"HT";2013;2137
"PHILIPPINES";"HT";2013;3700
"SOUTH KOREA";"HT";2013;28265
"TAIWAN";"HT";2013;2911
"THAILAND";"HT";2013;41342
"VIETNAM";"HT";2013;2020
"EGYPT";"HT";2013;3680
"KENYA";"HT";2013;3080
"SOUTH AFRICA";"HT";2013;30938
"AUSTRIA";"HT";2014;16000
"BELGIUM";"HT";2014;34406
"FINLAND";"HT";2014;35
"ITALY";"HT";2014;25288
"NETHERLANDS";"HT";2014;28389
"PORTUGAL";"HT";2014;2897
"SPAIN";"HT";2014;27539
"UNITED KINGDOM";"HT";2014;12610
"CZECH REPUBLIC";"HT";2014;821
"HUNGARY";"HT";2014;3530
"ROMANIA";"HT";2014;12
"RUSSIA";"HT";2014;71051
"AZERBAIDJAN";"HT";2014;247
"BELARUS";"HT";2014;12187
"KAZAKHSTAN";"HT";2014;2567
"UKRAINE";"HT";2014;1388
"TURKEY";"HT";2014;29909
"CANADA";"HT";2014;11672
"MEXICO";"HT";2014;172308
"USA";"HT";2014;289313
"ARGENTINA";"HT";2014;18224
"BRAZIL";"HT";2014;139965
"VENEZUELA";"HT";2014;897
"AUSTRALIA";"HT";2014;5325
"CHINA";"HT";2014;1770109
"INDIA";"HT";2014;204578
"INDONESIA";"HT";2014;125610
"IRAN";"HT";2014;15757
"JAPAN";"HT";2014;604768
"MALAYSIA";"HT";2014;5100
"PAKISTAN";"HT";2014;2270
"PHILIPPINES";"HT";2014;10227
"SOUTH KOREA";"HT";2014;97727
"TAIWAN";"HT";2014;3713
"THAILAND";"HT";2014;14930
"VIETNAM";"HT";2014;4543
"EGYPT";"HT";2014;24973
"SOUTH AFRICA";"HT";2014;31503
"AUSTRIA";"HT";2015;16500
"BELGIUM";"HT";2015;39302
"FINLAND";"HT";2015;53
"ITALY";"HT";2015;32954
"NETHERLANDS";"HT";2015;1463
"PORTUGAL";"HT";2015;4024
"SPAIN";"HT";2015;27953
"UNITED KINGDOM";"HT";2015;14602
"CZECH REPUBLIC";"HT";2015;850
"HUNGARY";"HT";2015;3650
"ROMANIA";"HT";2015;6
"RUSSIA";"HT";2015;52159
"AZERBAIDJAN";"HT";2015;415
"BELARUS";"HT";2015;5769
"KAZAKHSTAN";"HT";2015;1655
"UKRAINE";"HT";2015;1401
"TURKEY";"HT";2015;35838
"CANADA";"HT";2015;14478
"MEXICO";"HT";2015;177947
"USA";"HT";2015;322953
"ARGENTINA";"HT";2015;6767
"BRAZIL";"HT";2015;74062
"VENEZUELA";"HT";2015;694
"AUSTRALIA";"HT";2015;5471
"CHINA";"HT";2015;1467217
"INDIA";"HT";2015;267224
"INDONESIA";"HT";2015;70747
"IRAN";"HT";2015;14159
"JAPAN";"HT";2015;586562
"MALAYSIA";"HT";2015;3460
"PAKISTAN";"HT";2015;4635
"PHILIPPINES";"HT";2015;10960
"SOUTH KOREA";"HT";2015;94029
"TAIWAN";"HT";2015;4418
"THAILAND";"HT";2015;22700
"VIETNAM";"HT";2015;4600
"EGYPT";"HT";2015;24000
"SOUTH AFRICA";"HT";2015;30433
"BELGIUM";"CV";2005;0
"FRANCE";"CV";2005;382201
"GERMANY";"CV";2005;193037
"ITALY";"CV";2005;269749
"PORTUGAL";"CV";2005;78161
"SPAIN";"CV";2005;578989
"UNITED KINGDOM";"CV";2005;186948
"CZECH REPUBLIC";"CV";2005;1220
"POLAND";"CV";2005;83189
"SLOVENIA";"CV";2005;39558
"ROMANIA";"CV";2005;20078
"SERBIA";"CV";2005;775
"RUSSIA";"CV";2005;195916
"UKRAINE";"CV";2005;11322
"UZBEKISTAN";"CV";2005;8302
"TURKEY";"CV";2005;376047
"CANADA";"CV";2005;1267353
"MEXICO";"CV";2005;617016
"USA";"CV";2005;7202978
"ARGENTINA";"CV";2005;116444
"BRAZIL";"CV";2005;365648
"CHILE";"CV";2005;6660
"COLOMBIA";"CV";2005;3530
"ECUADOR";"CV";2005;25465
"VENEZUELA";"CV";2005;3810
"AUSTRALIA";"CV";2005;72571
"CHINA";"CV";2005;1988912
"INDIA";"CV";2005;142101
"INDONESIA";"CV";2005;240336
"IRAN";"CV";2005;88000
"JAPAN";"CV";2005;1047498
"MALAYSIA (without DC)";"CV";2005;158837
"PAKISTAN";"CV";2005;22224
"PHILIPPINES";"CV";2005;9075
"SOUTH KOREA";"CV";2005;299827
"TAIWAN";"CV";2005;117437
"THAILAND";"CV";2005;831937
"VIETNAM";"CV";2005;11524
"EGYPT";"CV";2005;14626
"KENYA";"CV";2005;405
"MOROCCO";"CV";2005;7259
"NIGERIA";"CV";2005;465
"Others";"CV";2005;2970
"SOUTH AFRICA";"CV";2005;172522
"ZIMBABWE";"CV";2005;960
"AUSTRIA";"CV";2006;0
"BELGIUM";"CV";2006;0
"FINLAND";"CV";2006;0
"FRANCE";"CV";2006;386512
"GERMANY";"CV";2006;202431
"ITALY";"CV";2006;272205
"NETHERLANDS";"CV";2006;0
"PORTUGAL";"CV";2006;78472
"SPAIN";"CV";2006;619444
"SWEDEN";"CV";2006;0
"UNITED KINGDOM";"CV";2006;186718
"CZECH REPUBLIC";"CV";2006;1077
"HUNGARY";"CV";2006;0
"POLAND";"CV";2006;76100
"ROMANIA";"CV";2006;11410
"SLOVENIA";"CV";2006;35320
"SERBIA";"CV";2006;808
"RUSSIA";"CV";2006;218252
"BELARUS";"CV";2006;0
"UKRAINE";"CV";2006;10700
"UZBEKISTAN";"CV";2006;10000
"TURKEY";"CV";2006;390790
"CANADA";"CV";2006;1107831
"MEXICO";"CV";2006;858164
"USA";"CV";2006;6435825
"ARGENTINA";"CV";2006;145754
"BRAZIL";"CV";2006;379195
"CHILE";"CV";2006;6660
"COLOMBIA";"CV";2006;5420
"ECUADOR";"CV";2006;25465
"VENEZUELA";"CV";2006;17950
"AUSTRALIA";"CV";2006;55510
"CHINA";"CV";2006;1057373
"INDIA";"CV";2006;208344
"INDONESIA";"CV";2006;49964
"IRAN";"CV";2006;1
"JAPAN";"CV";2006;1017245
"MALAYSIA";"CV";2006;105474
"PAKISTAN";"CV";2006;21100
"PHILIPPINES";"CV";2006;8700
"SOUTH KOREA";"CV";2006;240206
"TAIWAN";"CV";2006;86529
"THAILAND";"CV";2006;880457
"VIETNAM";"CV";2006;10000
"EGYPT";"CV";2006;20845
"KENYA";"CV";2006;405
"MOROCCO";"CV";2006;8400
"SOUTH AFRICA";"CV";2006;219618
"ZIMBABWE";"CV";2006;960
"AUSTRIA";"CV";2007;0
"BELGIUM";"CV";2007;0
"FINLAND";"CV";2007;0
"FRANCE";"CV";2007;393254
"GERMANY";"CV";2007;251594
"ITALY";"CV";2007;320889
"PORTUGAL";"CV";2007;36056
"SPAIN";"CV";2007;599584
"UNITED KINGDOM";"CV";2007;195895
"CZECH REPUBLIC";"CV";2007;6238
"POLAND";"CV";2007;86100
"ROMANIA";"CV";2007;7444
"SLOVENIA";"CV";2007;24193
"SERBIA";"CV";2007;1098
"RUSSIA";"CV";2007;241932
"UKRAINE";"CV";2007;9239
"UZBEKISTAN";"CV";2007;14900
"TURKEY";"CV";2007;413736
"CANADA";"CV";2007;1200017
"MEXICO";"CV";2007;796604
"USA";"CV";2007;6548925
"ARGENTINA";"CV";2007;188279
"BRAZIL";"CV";2007;406277
"COLOMBIA";"CV";2007;5620
"ECUADOR";"CV";2007;6236
"VENEZUELA";"CV";2007;33364
"AUSTRALIA";"CV";2007;44636
"CHINA";"CV";2007;1380710
"INDIA";"CV";2007;249839
"INDONESIA";"CV";2007;52000
"IRAN";"CV";2007;110240
"JAPAN";"CV";2007;921273
"MALAYSIA";"CV";2007;78788
"PAKISTAN";"CV";2007;29247
"PHILIPPINES";"CV";2007;10569
"SOUTH KOREA";"CV";2007;320051
"TAIWAN";"CV";2007;67222
"THAILAND";"CV";2007;955993
"EGYPT";"CV";2007;24232
"KENYA";"CV";2007;705
"MOROCCO";"CV";2007;9059
"SOUTH AFRICA";"CV";2007;220753
"TUNISIA";"CV";2007;2071
"ZIMBABWE";"CV";2007;1611
"FRANCE";"CV";2008;349131
"GERMANY";"CV";2008;246266
"ITALY";"CV";2008;314977
"NETHERLANDS";"CV";2008;0
"PORTUGAL";"CV";2008;36178
"SPAIN";"CV";2008;523328
"UNITED KINGDOM";"CV";2008;175557
"CZECH REPUBLIC";"CV";2008;6288
"HUNGARY";"CV";2008;0
"POLAND";"CV";2008;93027
"ROMANIA";"CV";2008;13964
"SLOVENIA";"CV";2008;17610
"SERBIA";"CV";2008;1100
"RUSSIA";"CV";2008;192607
"UKRAINE";"CV";2008;3114
"UZBEKISTAN";"CV";2008;13000
"TURKEY";"CV";2008;470557
"CANADA";"CV";2008;847183
"MEXICO";"CV";2008;866382
"USA";"CV";2008;4679925
"ARGENTINA";"CV";2008;188658
"BRAZIL";"CV";2008;447538
"COLOMBIA";"CV";2008;4189
"ECUADOR";"CV";2008;8941
"VENEZUELA";"CV";2008;37566
"AUSTRALIA";"CV";2008;38528
"CHINA";"CV";2008;1094097
"INDIA";"CV";2008;239702
"INDONESIA";"CV";2008;84917
"IRAN";"CV";2008;105600
"JAPAN";"CV";2008;900918
"MALAYSIA";"CV";2008;92313
"PAKISTAN";"CV";2008;32432
"PHILIPPINES";"CV";2008;7976
"SOUTH KOREA";"CV";2008;311549
"TAIWAN";"CV";2008;40390
"THAILAND";"CV";2008;979039
"VIETNAM";"CV";2008;400
"EGYPT";"CV";2008;29952
"KENYA";"CV";2008;1080
"MOROCCO";"CV";2008;9675
"SOUTH AFRICA";"CV";2008;205955
"TUNISIA";"CV";2008;2190
"ZIMBABWE";"CV";2008;1345
"FRANCE";"CV";2009;198847
"GERMANY";"CV";2009;167628
"ITALY";"CV";2009;158089
"PORTUGAL";"CV";2009;22172
"SPAIN";"CV";2009;331131
"UNITED KINGDOM";"CV";2009;80206
"CZECH REPUBLIC";"CV";2009;2650
"POLAND";"CV";2009;49929
"ROMANIA";"CV";2009;16990
"SLOVENIA";"CV";2009;10179
"RUSSIA";"CV";2009;74612
"UKRAINE";"CV";2009;1867
"UZBEKISTAN";"CV";2009;7700
"TURKEY";"CV";2009;341873
"CANADA";"CV";2009;656894
"MEXICO";"CV";2009;559041
"USA";"CV";2009;3381560
"ARGENTINA";"CV";2009;118525
"BRAZIL";"CV";2009;449337
"ECUADOR";"CV";2009;6861
"VENEZUELA";"CV";2009;32232
"AUSTRALIA";"CV";2009;35196
"CHINA";"CV";2009;1573546
"INDIA";"CV";2009;269450
"INDONESIA";"CV";2009;54550
"IRAN";"CV";2009;191713
"JAPAN";"CV";2009;691427
"MALAYSIA";"CV";2009;38252
"PAKISTAN";"CV";2009;13124
"SOUTH KOREA";"CV";2009;320286
"TAIWAN";"CV";2009;38811
"THAILAND";"CV";2009;674548
"EGYPT";"CV";2009;21530
"MOROCCO";"CV";2009;9106
"SOUTH AFRICA";"CV";2009;131177
"FRANCE";"CV";2010;262479
"GERMANY";"CV";2010;230686
"ITALY";"CV";2010;236004
"PORTUGAL";"CV";2010;39770
"SPAIN";"CV";2010;437242
"UNITED KINGDOM";"CV";2010;111395
"CZECH REPUBLIC";"CV";2010;2745
"POLAND";"CV";2010;73972
"ROMANIA";"CV";2010;27270
"SLOVENIA";"CV";2010;10301
"SERBIA";"CV";2010;530
"RUSSIA";"CV";2010;121528
"UKRAINE";"CV";2010;4037
"UZBEKISTAN";"CV";2010;26480
"TURKEY";"CV";2010;459386
"CANADA";"CV";2010;1095482
"MEXICO";"CV";2010;864365
"USA";"CV";2010;4866042
"ARGENTINA";"CV";2010;187225
"BRAZIL";"CV";2010;566567
"ECUADOR";"CV";2010;8948
"VENEZUELA";"CV";2010;24998
"AUSTRALIA";"CV";2010;34109
"CHINA";"CV";2010;1946820
"INDIA";"CV";2010;395253
"INDONESIA";"CV";2010;101648
"IRAN";"CV";2010;196752
"JAPAN";"CV";2010;787612
"MALAYSIA";"CV";2010;39682
"PAKISTAN";"CV";2010;18431
"SOUTH KOREA";"CV";2010;367150
"TAIWAN";"CV";2010;47200
"THAILAND";"CV";2010;1073381
"EGYPT";"CV";2010;22211
"MOROCCO";"CV";2010;6520
"SOUTH AFRICA";"CV";2010;153773
"TUNISIA";"CV";2010;2801
"ZIMBABWE";"CV";2010;257
"FRANCE";"CV";2011;311898
"GERMANY";"CV";2011;439400
"ITALY";"CV";2011;270342
"PORTUGAL";"CV";2011;46385
"SPAIN";"CV";2011;480316
"UNITED KINGDOM";"CV";2011;103014
"CZECH REPUBLIC";"CV";2011;3013
"POLAND";"CV";2011;85225
"ROMANIA";"CV";2011;24924
"SLOVENIA";"CV";2011;5164
"SERBIA";"CV";2011;340
"RUSSIA";"CV";2011;148318
"UKRAINE";"CV";2011;2284
"UZBEKISTAN";"CV";2011;33260
"TURKEY";"CV";2011;501585
"CANADA";"CV";2011;1134758
"MEXICO";"CV";2011;886279
"USA";"CV";2011;5433528
"ARGENTINA";"CV";2011;227182
"BRAZIL";"CV";2011;607781
"COLOMBIA";"CV";2011;4850
"ECUADOR";"CV";2011;10860
"VENEZUELA";"CV";2011;28118
"AUSTRALIA";"CV";2011;29873
"CHINA";"CV";2011;1845372
"INDIA";"CV";2011;510217
"INDONESIA";"CV";2011;151421
"IRAN";"CV";2011;198685
"JAPAN";"CV";2011;718418
"MALAYSIA";"CV";2011;36310
"PAKISTAN";"CV";2011;21330
"SOUTH KOREA";"CV";2011;396530
"TAIWAN";"CV";2011;49176
"THAILAND";"CV";2011;914520
"EGYPT";"CV";2011;15944
"MOROCCO";"CV";2011;6830
"SOUTH AFRICA";"CV";2011;192829
"FRANCE";"CV";2012;284951
"GERMANY";"CV";2012;260801
"ITALY";"CV";2012;241186
"PORTUGAL";"CV";2012;43831
"SPAIN";"CV";2012;392624
"UNITED KINGDOM";"CV";2012;94045
"CZECH REPUBLIC";"CV";2012;2493
"POLAND";"CV";2012;111073
"ROMANIA";"CV";2012;11187
"SLOVENIA";"CV";2012;4113
"SERBIA";"CV";2012;555
"RUSSIA";"CV";2012;158353
"UKRAINE";"CV";2012;2080
"UZBEKISTAN";"CV";2012;19200
"TURKEY";"CV";2012;455968
"CANADA";"CV";2012;1413766
"MEXICO";"CV";2012;1051962
"USA";"CV";2012;5958808
"ARGENTINA";"CV";2012;246087
"BRAZIL";"CV";2012;643689
"ECUADOR";"CV";2012;8948
"VENEZUELA";"CV";2012;33559
"AUSTRALIA";"CV";2012;31275
"CHINA";"CV";2012;1874738
"INDIA";"CV";2012;553048
"INDONESIA";"CV";2012;169747
"IRAN";"CV";2012;121859
"JAPAN";"CV";2012;794820
"MALAYSIA";"CV";2012;54216
"PAKISTAN";"CV";2012;19180
"SOUTH KOREA";"CV";2012;359010
"TAIWAN";"CV";2012;53943
"THAILAND";"CV";2012;1448608
"EGYPT";"CV";2012;10610
"MOROCCO";"CV";2012;5379
"SOUTH AFRICA";"CV";2012;235741
"TUNISIA";"CV";2012;1860
"ZIMBABWE";"CV";2012;829
"FRANCE";"CV";2013;282000
"GERMANY";"CV";2013;278318
"ITALY";"CV";2013;236040
"PORTUGAL";"CV";2013;40918
"SPAIN";"CV";2013;419954
"UNITED KINGDOM";"CV";2013;69262
"POLAND";"CV";2013;104055
"SLOVENIA";"CV";2013;4339
"SERBIA";"CV";2013;555
"RUSSIA";"CV";2013;166175
"UKRAINE";"CV";2013;870
"UZBEKISTAN";"CV";2013;21020
"TURKEY";"CV";2013;448306
"CANADA";"CV";2013;1404770
"MEXICO";"CV";2013;1138950
"USA";"CV";2013;6446794
"ARGENTINA";"CV";2013;257622
"BRAZIL";"CV";2013;762201
"ECUADOR";"CV";2013;8948
"VENEZUELA";"CV";2013;23580
"AUSTRALIA";"CV";2013;25111
"CHINA";"CV";2013;1976279
"INDIA";"CV";2013;515708
"INDONESIA";"CV";2013;140167
"IRAN";"CV";2013;105150
"JAPAN";"CV";2013;851091
"MALAYSIA";"CV";2013;52039
"PAKISTAN";"CV";2013;18246
"SOUTH KOREA";"CV";2013;360796
"TAIWAN";"CV";2013;44772
"THAILAND";"CV";2013;1343883
"EGYPT";"CV";2013;7040
"MOROCCO";"CV";2013;20610
"SOUTH AFRICA";"CV";2013;248533
"TUNISIA";"CV";2013;1860
"ZIMBABWE";"CV";2013;829
"FRANCE";"CV";2014;322000
"GERMANY";"CV";2014;303522
"ITALY";"CV";2014;270970
"PORTUGAL";"CV";2014;40868
"SPAIN";"CV";2014;477097
"UNITED KINGDOM";"CV";2014;55294
"POLAND";"CV";2014;115878
"SLOVENIA";"CV";2014;58
"SERBIA";"CV";2014;1574
"RUSSIA";"CV";2014;121591
"UKRAINE";"CV";2014;516
"TURKEY";"CV";2014;395331
"CANADA";"CV";2014;1468685
"MEXICO";"CV";2014;1277289
"USA";"CV";2014;7118288
"ARGENTINA";"CV";2014;233131
"BRAZIL";"CV";2014;658426
"COLOMBIA";"CV";2014;988
"ECUADOR";"CV";2014;5986
"VENEZUELA";"CV";2014;7823
"AUSTRALIA";"CV";2014;29379
"CHINA";"CV";2014;1870694
"INDIA";"CV";2014;433310
"INDONESIA";"CV";2014;156970
"IRAN";"CV";2014;148697
"JAPAN";"CV";2014;883425
"MALAYSIA";"CV";2014;43610
"PAKISTAN";"CV";2014;19400
"SOUTH KOREA";"CV";2014;287952
"TAIWAN";"CV";2014;42881
"THAILAND";"CV";2014;1121810
"MOROCCO";"CV";2014;21987
"SOUTH AFRICA";"CV";2014;255629
"TUNISIA";"CV";2014;1860
"FRANCE";"CV";2015;416200
"GERMANY";"CV";2015;325226
"ITALY";"CV";2015;317365
"PORTUGAL";"CV";2015;37134
"SPAIN";"CV";2015;486268
"UNITED KINGDOM";"CV";2015;76484
"POLAND";"CV";2015;120940
"SERBIA";"CV";2015;1230
"RUSSIA";"CV";2015;109037
"UKRAINE";"CV";2015;315
"TURKEY";"CV";2015;516011
"CANADA";"CV";2015;1380431
"MEXICO";"CV";2015;1419468
"USA";"CV";2015;7613463
"ARGENTINA";"CV";2015;217901
"BRAZIL";"CV";2015;314949
"COLOMBIA";"CV";2015;1070
"ECUADOR";"CV";2015;4800
"VENEZUELA";"CV";2015;7861
"AUSTRALIA";"CV";2015;7666
"CHINA";"CV";2015;1792788
"INDIA";"CV";2015;427234
"INDONESIA";"CV";2015;199715
"IRAN";"CV";2015;82627
"JAPAN";"CV";2015;849529
"MALAYSIA";"CV";2015;52370
"PAKISTAN";"CV";2015;41730
"PHILIPPINES";"CV";2015;23994
"SOUTH KOREA";"CV";2015;308872
"TAIWAN";"CV";2015;48249
"THAILAND";"CV";2015;1115880
"MOROCCO";"CV";2015;28200
"SOUTH AFRICA";"CV";2015;242974
"TUNISIA";"CV";2015;540
"AUSTRIA";"BC";2005;122
"BELGIUM";"BC";2005;2800
"FRANCE";"BC";2005;3687
"GERMANY";"BC";2005;8790
"ITALY";"BC";2005;3459
"NETHERLANDS";"BC";2005;1984
"PORTUGAL";"BC";2005;140
"SPAIN";"BC";2005;1262
"SWEDEN";"BC";2005;8573
"UNITED KINGDOM";"BC";2005;1431
"CZECH REPUBLIC";"BC";2005;2194
"HUNGARY";"BC";2005;1009
"POLAND";"BC";2005;1930
"SERBIA";"BC";2005;353
"RUSSIA";"BC";2005;21173
"BELARUS";"BC";2005;650
"UKRAINE";"BC";2005;4051
"TURKEY";"BC";2005;12155
"MEXICO";"BC";2005;1788
"USA";"BC";2005;34259
"ARGENTINA";"BC";2005;601
"BRAZIL";"BC";2005;35266
"CHINA";"BC";2005;77138
"INDONESIA";"BC";2005;1691
"IRAN";"BC";2005;4200
"JAPAN";"BC";2005;11763
"SOUTH KOREA";"BC";2005;12730
"THAILAND";"BC";2005;412
"EGYPT";"BC";2005;2681
"SOUTH AFRICA";"BC";2005;1147
"AUSTRIA";"BC";2006;227
"BELGIUM";"BC";2006;1143
"FINLAND";"BC";2006;0
"FRANCE";"BC";2006;4072
"GERMANY";"BC";2006;9290
"ITALY";"BC";2006;2867
"NETHERLANDS";"BC";2006;1920
"PORTUGAL";"BC";2006;127
"SPAIN";"BC";2006;1470
"SWEDEN";"BC";2006;9100
"UNITED KINGDOM";"BC";2006;1258
"CZECH REPUBLIC";"BC";2006;2929
"HUNGARY";"BC";2006;590
"POLAND";"BC";2006;6200
"ROMANIA";"BC";2006;8
"SLOVENIA";"BC";2006;0
"SERBIA";"BC";2006;129
"RUSSIA";"BC";2006;24115
"BELARUS";"BC";2006;650
"UKRAINE";"BC";2006;6830
"TURKEY";"BC";2006;14282
"CANADA";"BC";2006;0
"MEXICO";"BC";2006;0
"USA";"BC";2006;0
"ARGENTINA";"BC";2006;855
"BRAZIL";"BC";2006;33809
"CHINA";"BC";2006;195333
"INDIA";"BC";2006;58227
"INDONESIA";"BC";2006;1254
"IRAN";"BC";2006;4500
"JAPAN";"BC";2006;11063
"MALAYSIA";"BC";2006;1293
"SOUTH KOREA";"BC";2006;110760
"THAILAND";"BC";2006;350
"EGYPT";"BC";2006;5633
"BELGIUM";"BC";2007;1213
"FRANCE";"BC";2007;4336
"GERMANY";"BC";2007;9085
"ITALY";"BC";2007;1449
"NETHERLANDS";"BC";2007;2007
"PORTUGAL";"BC";2007;158
"SPAIN";"BC";2007;1546
"SWEDEN";"BC";2007;8806
"UNITED KINGDOM";"BC";2007;1355
"CZECH REPUBLIC";"BC";2007;3357
"HUNGARY";"BC";2007;479
"POLAND";"BC";2007;3600
"ROMANIA";"BC";2007;10
"SERBIA";"BC";2007;149
"RUSSIA";"BC";2007;25604
"BELARUS";"BC";2007;2160
"UKRAINE";"BC";2007;8654
"TURKEY";"BC";2007;16251
"USA";"BC";2007;28419
"ARGENTINA";"BC";2007;721
"BRAZIL";"BC";2007;39087
"CHINA";"BC";2007;242022
"INDIA";"BC";2007;61070
"INDONESIA";"BC";2007;1150
"IRAN";"BC";2007;5000
"JAPAN";"BC";2007;11516
"MALAYSIA";"BC";2007;916
"SOUTH KOREA";"BC";2007;16378
"THAILAND";"BC";2007;578
"EGYPT";"BC";2007;5387
"AUSTRIA";"BC";2008;1286
"BELGIUM";"BC";2008;0
"FINLAND";"BC";2008;4151
"FRANCE";"BC";2008;10038
"GERMANY";"BC";2008;1344
"ITALY";"BC";2008;1945
"NETHERLANDS";"BC";2008;126
"PORTUGAL";"BC";2008;1384
"SPAIN";"BC";2008;9889
"SWEDEN";"BC";2008;1774
"UNITED KINGDOM";"BC";2008;8636
"CZECH REPUBLIC";"BC";2008;629
"HUNGARY";"BC";2008;4500
"POLAND";"BC";2008;11
"SLOVENIA";"BC";2008;38229
"SERBIA";"BC";2008;37869
"RUSSIA";"BC";2008;2220
"BELARUS";"BC";2008;9777
"UZBEKISTAN";"BC";2008;18186
"TURKEY";"BC";2008;69870
"MEXICO";"BC";2008;23800
"USA";"BC";2008;46070
"ARGENTINA";"BC";2008;44111
"VENEZUELA";"BC";2008;529719
"AUSTRALIA";"BC";2008;447149
"CHINA";"BC";2008;44101
"INDIA";"BC";2008;2956
"INDONESIA";"BC";2008;4960
"IRAN";"BC";2008;11660
"JAPAN";"BC";2008;1208
"PHILIPPINES";"BC";2008;17309
"TAIWAN";"BC";2008;376
"VIETNAM";"BC";2008;6221
"BOTSWANA";"BC";2008;4362
"SUDAN";"BC";2008;1859
"OTHERS";"BC";2008;702672
"BELGIUM";"BC";2009;720
"FRANCE";"BC";2009;4024
"GERMANY";"BC";2009;7786
"ITALY";"BC";2009;1004
"NETHERLANDS";"BC";2009;1641
"PORTUGAL";"BC";2009;84
"SPAIN";"BC";2009;552
"SWEDEN";"BC";2009;9839
"UNITED KINGDOM";"BC";2009;1470
"CZECH REPUBLIC";"BC";2009;3067
"HUNGARY";"BC";2009;100
"POLAND";"BC";2009;4822
"ROMANIA";"BC";2009;0
"SERBIA";"BC";2009;101
"RUSSIA";"BC";2009;10809
"BELARUS";"BC";2009;1514
"UKRAINE";"BC";2009;1318
"TURKEY";"BC";2009;8555
"USA";"BC";2009;0
"ARGENTINA";"BC";2009;1441
"BRAZIL";"BC";2009;34535
"VENEZUELA";"BC";2009;197
"CHINA";"BC";2009;129210
"INDIA";"BC";2009;42002
"INDONESIA";"BC";2009;2328
"IRAN";"BC";2009;2729
"JAPAN";"BC";2009;8783
"MALAYSIA";"BC";2009;798
"PAKISTAN";"BC";2009;688
"SOUTH KOREA";"BC";2009;11239
"THAILAND";"BC";2009;458
"EGYPT";"BC";2009;4154
"SOUTH AFRICA";"BC";2009;1559
"BELGIUM";"BC";2010;968
"FRANCE";"BC";2010;3475
"GERMANY";"BC";2010;6936
